text,count
"AK, KUSKOKWIM DELTA",76
"PANAY ISLAND, ILLOILO PROVINCE",76
"DF/MEXICO, TEXCOCO",76
"DF/MEXICO, SAN JUAN TEOTIHUACÁN, LUZ Y FUERZA GROUNDS",76
"DF/MEXICO, PAPALOTLA, EL GAVILAN?",76
"WESTERN AUSTRALIA, LAVERTON",75
NB,75
"LUZON, PANGASINAN PROVINCE",75
"BALI, LOD SEMA",75
VERACRUZ,75
"GUERRERO, CERRO CERON",75
MARQUESAS ISLANDS,74
"BANKS ISLANDS? (NEW HEBRIDES), VANUA LAVA ISLAND, VUREAS VILLAGE",74
"SAS, SWEET GRASS RESERVE, BATTLEFORD",74
"AK, YAKUTAT BOROUGH, DRY BAY, GUN-NAH-HO QWAN",74
YOKOHAMA ?,74
"BORNEO, SARAWAK, TINJAR AND BARAM RIVERS",74
"MALAYA, NORTHERN PAHANG ?, KAMPONG JINTEH ?",74
GEYRE,74
IMAM SAHIB,74
KASAI PROVINCE,74
SOUTH?,74
OAXACA?,74
"DF/MEXICO, CHICONAUHTLA, SOUTH TRAVERSE 13",74
"NEW GUINEA, (TERRITORY OF NEW GUINEA), EASTERN HIGHLANDS DISTRICT, MT. MICHAEL",73
"OAXACA, ETLA",73
"DF/MEXICO, SAN JUAN TEOTIHUACÁN, PLATFORM SOUTHEAST OF SUN",73
"DF/MEXICO, OTUMBA",73
"SIBERIA, EUMYLIN",72
"DF/MEXICO, SAN JUAN TEOTIHUACAN?",72
"DF/MEXICO, TICOMAN, TRENCH F",72
"TLALTENANGO, EAST OF HIGHWAY",72
"CHIHUAHUA, CARICHIC",72
GYANTSE,71
CENTRAL MEXICO,71
"DF/MEXICO, CHICONAUHTLA, TRENCH X",71
"SINALOA, SAN LORENZO RIVER, EL DORADO",71
"NEW GUINEA, (TERRITORY OF NEW GUINEA), NEW GUINEA HIGHLANDS, TELEFOMIN AREA, OKSAPMIN?",70
"AZ, NAVAJO COUNTY, HOPI INDIAN RESERVATION, ORAIBI",70
"MT, ROSEBUD COUNTY, LAME DEER",70
"LOWER CONGO, MAYOMBE DISTRICT",70
MEXICO,70
"JALISCO, CHAPALA",70
"DF/MEXICO, SANTIAGO AHUITZOTLA, VICINITY OF",70
"VERACRUZ, TOPILA, CERRO LA PUERTA",70
"NV, CLARK COUNTY, MOAPA",69
"AK, JUNEAU BOROUGH?, SINTA-KA-HEEN-EE, AUK QWAN",69
RAJASTHAN,69
LEOPOLDVILLE,69
MICHOACAN,69
"AZ, PIMA COUNTY, SAN XAVIER",68
"CENTRAL SERBIA, SUMADIJA",68
"NORTHEAST PERU, IQUITOS",68
"UPPER SURINAM RIVER, VILLAGE OF LOMBE",68
"OAXACA, PIEDRA BLANCA",68
"DF/MEXICO, TLAHUAC",68
"JALISCO, NEAR AXKELTAN, CERRO DE COLOTLAN",68
"BUENOS AIRES, PUNTARENAS",68
"NEW GUINEA, (GERMAN NEW GUINEA)",67
"SD, ROBERTS COUNTY, SISSETON",67
"LUZON, SORSOGON PROVINCE",67
POKHARA,67
"TAMIL NADU, KANCHIPURAM",67
"STATE OF GOIAS, ARAGUAIA RIVER, ILHA DO BANANAL, SANTA ISABEL",67
"OAXACA, YANHUITLAN",67
"JALISCO, 1 1/2 LEAGUES FROM TEUCHITLÁN, HACIENDA ESTANZUELA",67
"DF/MEXICO, TICOMAN, TRENCH B",67
"WESTERN AUSTRALIA, 155 MILES NW OF WARBURTON, PARTJAR",66
"ANGMAGSSALIK, EAST GREENLAND",66
"MINDANAO, ZAMBOANGA",66
ANDHRA PRADESH ?,66
SOUTH COAST,66
BOLOGU,66
"E.OUBANGI, YALINGA",66
"JALISCO, TOTOATE",66
"MORELOS, CUERNAVACA, GUALUPITA, TRENCH B",66
"NEW GUINEA, SEPIK RIVER",65
"NV?, UT?",65
"SIBERIA, INDIAN POINT",65
BAKUD PAONG,65
"PUNJAB, LADHOWAL",65
ALTO RÍO PISQUI,65
MARITIME PROV.,65
"DF/MEXICO, ZACATENCO",65
"DF/MEXICO, SAN JUAN IXTAYOPAN",65
"MI, SAGINAW COUNTY, SAGINAW",64
"NM, SANTA FE COUNTY, TESUQUE PUEBLO",64
SONORA,64
"MACEDONIA, SKOCIVIR",64
"LUZON, RIZAL PROVINCE",64
"LUZON, PAMPANGA PROVINCE, PAMPANGA",64
"EQUATOR, LOMELA RIVER",64
"CHIHUAHUA, GUAJOCHIC",64
TAMAULIPAS,64
AK?,63
"WY, FREMONT COUNTY?, HOT SPRINGS COUNTY?, WIND RIVER INDIAN RESERVATION",63
MALAYA,63
"PUNJAB, LADHOWAL, LUDHIANA",63
NIAPU,63
"DF/MEXICO, TETELPAN",63
"SAN LUIS POTOSI, NEAR PUJAL, MOUND",63
"AZ, APACHE COUNTY?, NAVAJO COUNTY?, COCONINO COUNTY?, NAVAJO INDIAN RESERVATION",62
NEGROS OCCIDENTAL,62
LA PAZ,62
RÍO TAMAYA,62
DAKAR,62
"DF/MEXICO, EL ARBOLILLO, TRENCH C, EAST EXTENSION",62
"NY, ONONDAGA COUNTY, ONONDAGA CASTLE",61
"LOWER CONGO, MARITIME REGION",61
"TANGANYIKA TERRITORY, IRANGA",61
"GUERRERO, CHALCHENTEPETL",61
"CHIHUAHUA, CASAS GRANDES",61
"TAMAULIPAS?, TAMPICO DISTRICT",61
"MORELOS, CUERNAVACA, GUALUPITA, TRENCH A",61
"JALISCO, LAKE CHAPALA",61
"RIO TAMASI, JOPOY MOUNDS",61
MARSHALL ISLANDS,60
"AK, KODIAK ISLAND BOROUGH, KODIAK ISLAND",60
"NM, SANDOVAL COUNTY, ZIA PUEBLO",60
ND,60
"SIBERIA, MISQAN, VALKA LEN, NUNLIGREN",60
"BALI, DJATI",60
"N.E.F.A., SUBANSIRI FRONTIER DIVISION, APA TANI VALLEY, HANG VILLAGE",60
MONTAÑA AREA,60
VALLEY OF NASCA,60
MUKANDA,60
MAKANIA VILLAGE,60
GUERRERO?,60
